number,name,address,bike_stands,available_bike_stands,available_bikes,lat,lon,temperature,relative_humidity,apparent_temperature,precipitation,rain,surface_pressure
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,14,6,46.554741,15.659814,12.8,81,10.4,0.0,0.0,962.2
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,9,11,46.565603,15.623133,12.9,74,11.4,0.0,0.0,958.8
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935,12.6,81,10.2,0.0,0.0,959.3
24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,15,5,46.54199,15.63831,11.5,71,8.7,0.0,0.0,958.6
10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833,11.9,71,9.7,0.0,0.0,960.1
9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072,11.9,71,9.7,0.0,0.0,959.5
13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,18,2,46.561555,15.65692,11.6,72,8.3,0.0,0.0,960.4
20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826,11.6,72,8.4,0.0,0.0,961.7
4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,11,9,46.558498,15.64146,11.9,71,9.7,0.0,0.0,959.9
1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,2,20,46.562695,15.62935,12.0,69,10.4,0.0,0.0,959.0
16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498,11.9,71,9.7,0.0,0.0,959.9
3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,17,3,46.560761,15.64053,11.8,71,9.6,0.0,0.0,959.2
21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,4,16,46.550683,15.639333,11.8,71,9.6,0.0,0.0,959.1
6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443,11.9,71,9.7,0.0,0.0,959.9
22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014,11.5,71,8.7,0.0,0.0,959.0
14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,14,6,46.552652,15.646023,11.8,71,9.6,0.0,0.0,959.1
19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564,11.5,72,8.3,0.0,0.0,959.6
25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329,11.5,71,8.7,0.0,0.0,959.1
17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,6,14,46.553109,15.624098,12.0,69,10.4,0.0,0.0,958.7
28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212,11.9,71,9.8,0.0,0.0,961.0
8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,17,3,46.56196,15.650235,11.5,72,8.3,0.0,0.0,959.2
7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781,11.5,72,8.3,0.0,0.0,959.7
2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,11,11,46.561422,15.637118,11.8,71,9.6,0.0,0.0,959.3
5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185,11.8,71,9.6,0.0,0.0,959.0
12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,9,11,46.558534,15.654739,11.6,72,8.3,0.0,0.0,960.3
29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629,11.9,71,9.8,0.0,0.0,961.3
15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591,11.5,71,8.7,0.0,0.0,959.1
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,9,11,46.543986,15.629317,11.9,68,10.3,0.0,0.0,958.8
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,12,46.545947,15.644015,11.5,71,8.7,0.0,0.0,959.4
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814,11.7,72,8.5,0.0,0.0,962.6
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,9,11,46.565603,15.623133,12.0,69,10.4,0.0,0.0,959.1
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,13,7,46.56056,15.652935,11.5,72,8.3,0.0,0.0,959.7
24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,14,6,46.54199,15.63831,11.1,67,8.3,0.0,0.0,959.6
10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833,11.7,67,9.4,0.0,0.0,961.1
9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072,11.7,67,9.4,0.0,0.0,960.5
13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,18,2,46.561555,15.65692,10.9,70,7.5,0.0,0.0,961.4
20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826,11.1,70,7.6,0.0,0.0,962.7
4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,10,10,46.558498,15.64146,11.7,67,9.4,0.0,0.0,960.8
1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,0,22,46.562695,15.62935,11.9,64,9.2,0.0,0.0,959.9
16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498,11.7,67,9.4,0.0,0.0,960.8
3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,17,3,46.560761,15.64053,11.6,67,9.3,0.0,0.0,960.1
21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,6,14,46.550683,15.639333,11.6,67,9.3,0.0,0.0,960.0
6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,13,7,46.558924,15.644443,11.7,67,9.4,0.0,0.0,960.8
22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014,11.1,67,8.3,0.0,0.0,960.1
14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,16,4,46.552652,15.646023,11.6,67,9.3,0.0,0.0,960.0
19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564,10.9,70,7.5,0.0,0.0,960.6
25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329,11.1,67,8.3,0.0,0.0,960.2
17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,6,14,46.553109,15.624098,11.9,64,9.2,0.0,0.0,959.5
28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212,11.8,67,9.4,0.0,0.0,962.0
8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,17,3,46.56196,15.650235,10.9,70,7.5,0.0,0.0,960.2
7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781,10.9,70,7.5,0.0,0.0,960.7
2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118,11.6,67,9.3,0.0,0.0,960.3
5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185,11.6,67,9.3,0.0,0.0,959.9
12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,9,11,46.558534,15.654739,10.9,70,7.5,0.0,0.0,961.3
29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629,11.8,67,9.5,0.0,0.0,962.2
15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,17,3,46.548853,15.645591,11.1,67,8.3,0.0,0.0,960.2
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,8,12,46.543986,15.629317,11.6,62,8.6,0.0,0.0,959.6
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,12,46.545947,15.644015,11.1,67,8.3,0.0,0.0,960.4
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814,11.1,70,7.7,0.0,0.0,963.6
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,6,14,46.565603,15.623133,11.9,64,9.2,0.0,0.0,960.0
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,13,7,46.56056,15.652935,10.9,70,7.5,0.0,0.0,960.7
24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,13,7,46.54199,15.63831,11.7,48,6.8,0.0,0.0,959.3
10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833,12.0,46,6.8,0.0,0.0,960.7
9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072,12.0,46,6.8,0.0,0.0,960.1
13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692,11.0,55,7.4,0.0,0.0,961.1
20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826,11.1,55,7.4,0.0,0.0,962.4
4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,8,12,46.558498,15.64146,12.0,46,6.8,0.0,0.0,960.5
1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,6,16,46.562695,15.62935,11.8,48,5.5,0.0,0.0,959.5
16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498,12.0,46,6.8,0.0,0.0,960.5
3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,18,2,46.560761,15.64053,11.9,46,6.7,0.0,0.0,959.8
21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,7,13,46.550683,15.639333,11.9,46,6.7,0.0,0.0,959.7
6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443,12.0,46,6.8,0.0,0.0,960.5
22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014,11.8,48,6.8,0.0,0.0,959.7
14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,14,6,46.552652,15.646023,11.9,46,6.7,0.0,0.0,959.7
19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564,10.9,55,7.3,0.0,0.0,960.3
25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329,11.8,48,6.8,0.0,0.0,959.9
17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098,11.7,48,5.4,0.0,0.0,959.1
28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212,12.1,46,6.8,0.0,0.0,961.6
8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235,10.9,55,7.2,0.0,0.0,959.9
7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781,10.9,55,7.3,0.0,0.0,960.4
2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118,11.9,46,6.7,0.0,0.0,959.9
5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185,11.9,46,6.7,0.0,0.0,959.6
12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739,11.0,55,7.4,0.0,0.0,961.0
29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629,12.1,46,6.9,0.0,0.0,961.9
15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591,11.8,48,6.8,0.0,0.0,959.9
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317,11.8,47,5.4,0.0,0.0,959.2
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,9,11,46.545947,15.644015,11.8,48,6.8,0.0,0.0,960.1
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814,11.1,55,7.5,0.0,0.0,963.3
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133,11.8,48,5.5,0.0,0.0,959.6
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935,10.9,55,7.3,0.0,0.0,960.4
24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,13,7,46.54199,15.63831,11.1,46,7.4,0.0,0.0,959.5
10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833,11.1,47,6.0,0.0,0.0,961.0
9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072,11.0,47,6.0,0.0,0.0,960.4
13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692,10.1,56,6.9,0.0,0.0,961.5
20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826,10.2,56,7.0,0.0,0.0,962.8
4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,8,12,46.558498,15.64146,11.0,47,6.0,0.0,0.0,960.8
1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,5,17,46.562695,15.62935,10.8,48,4.8,0.0,0.0,959.7
16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498,11.0,47,6.0,0.0,0.0,960.8
3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,18,2,46.560761,15.64053,11.0,47,6.0,0.0,0.0,960.1
21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,7,13,46.550683,15.639333,11.0,47,6.0,0.0,0.0,960.0
6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443,11.0,47,6.0,0.0,0.0,960.8
22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014,11.1,46,7.5,0.0,0.0,960.0
14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,15,5,46.552652,15.646023,11.0,47,6.0,0.0,0.0,960.0
19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564,10.1,56,6.8,0.0,0.0,960.7
25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329,11.1,46,7.5,0.0,0.0,960.1
17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098,10.8,48,4.8,0.0,0.0,959.4
28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212,11.1,47,6.1,0.0,0.0,961.9
8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235,10.1,56,6.8,0.0,0.0,960.3
7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781,10.1,56,6.8,0.0,0.0,960.8
2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118,11.0,47,6.0,0.0,0.0,960.2
5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185,10.9,47,5.9,0.0,0.0,959.8
12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739,10.1,56,6.9,0.0,0.0,961.4
29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629,11.1,47,6.1,0.0,0.0,962.2
15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591,11.1,46,7.5,0.0,0.0,960.1
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317,10.9,47,5.2,0.0,0.0,959.3
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015,11.1,46,7.5,0.0,0.0,960.3
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814,10.3,56,7.1,0.0,0.0,963.7
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133,10.8,48,4.8,0.0,0.0,959.9
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935,10.1,56,6.8,0.0,0.0,960.8
24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,13,7,46.54199,15.63831,10.8,46,7.2,0.0,0.0,960.0
10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833,10.8,47,5.9,0.0,0.0,961.6
9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072,10.8,47,5.8,0.0,0.0,961.1
13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692,9.9,54,6.6,0.0,0.0,962.1
20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826,10.0,54,6.7,0.0,0.0,963.3
4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,8,12,46.558498,15.64146,10.8,47,5.9,0.0,0.0,961.4
1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,5,17,46.562695,15.62935,10.6,48,4.8,0.0,0.0,960.4
16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498,10.8,47,5.9,0.0,0.0,961.4
3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,18,2,46.560761,15.64053,10.8,47,5.8,0.0,0.0,960.7
21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,7,13,46.550683,15.639333,10.8,47,5.8,0.0,0.0,960.6
6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443,10.8,47,5.9,0.0,0.0,961.4
22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014,10.9,46,7.2,0.0,0.0,960.5
14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,15,5,46.552652,15.646023,10.8,47,5.8,0.0,0.0,960.6
19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564,9.9,54,6.5,0.0,0.0,961.2
25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329,10.9,46,7.2,0.0,0.0,960.6
17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098,10.6,48,4.7,0.0,0.0,960.0
28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212,10.9,47,5.9,0.0,0.0,962.6
8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235,9.9,54,6.5,0.0,0.0,960.9
7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781,9.9,54,6.5,0.0,0.0,961.4
2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118,10.8,47,5.8,0.0,0.0,960.8
5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185,10.8,47,5.8,0.0,0.0,960.5
12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739,9.9,54,6.6,0.0,0.0,961.9
29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629,10.9,47,5.9,0.0,0.0,962.8
15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591,10.9,46,7.2,0.0,0.0,960.6
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317,10.7,47,5.2,0.0,0.0,959.9
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015,10.9,46,7.2,0.0,0.0,960.8
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814,10.1,54,6.7,0.0,0.0,964.3
